id,name,region,subregion_or_pdo_pgi,cultivars,harvest_year,category,color,fruitiness_intensity,bitterness_intensity,pungency_intensity,aroma_notes,taste_notes,defects,processing,filtration,acidity_pct,awards,description
INT-000513,Tsounati Mountain • Aydın,Aydın,Aydın,Leccino,2024.0432082481484,EVOO,deep green,8.55679781450492,6.031933364641584,8.25,wild greens;artichoke;oregano,bold bitterness;strong pepper,none,"cold extraction, two-phase",unfiltered,0.23191996573393409,—,Mountain Tsounati with intense pepper and wild herb character.
INT-000784,Nestos Riverbank • Galilee,Galilee,Judean Hills,Mission,2024.0443587402362,EVOO,green,7.540147025088182,5.5368918205653666,7.31754636996789,green tomato;rocket;peppercorn,firm;spicy;clean finish,none,"cold, inert gas",filtered,0.24004480338302336,—,Thracian blend with zesty tomato‑leaf and spicy finish.
INT-000787,Laconian Peaks • Maule,Maule,Colchagua,Coratina,2024.010939243065,EVOO,bright green,7.474310429175476,5.537393884731268,5.7383712218472605,green banana;wild herbs;chicory,gentle bitterness;clean;long aftertaste,none,"two-phase mill, cold",unfiltered,0.3080218850387985,—,"Athinolia brings elegance and floral notes, softened by Koroneiki; versatile everyday oil."
INT-000276,Olympia Fields • Beira Interior,Beira Interior,Alentejo,Mission,2023.9753497198387,EVOO,green-gold,7.4064497652251875,4.887099576741813,5.708850460194361,fresh-cut grass;green almond;citrus zest,balanced;clean;medium pepper,none,three-phase,filtered,0.2912278495504686,—,Clean classic profile; versatile on legumes and grilled vegetables.
INT-000362,Cretan Ridge • O'Higgins,O'Higgins,Maule,Cornicabra,2024.0414102967516,EVOO,vibrant green,9.020632701184752,7.033840120778392,8.065119567223483,rocket;artichoke;green almond;oregano,robust;spicy;lingering pepper,none,"three-phase mill, nitrogen blanket",filtered,0.1875,NYIOOC 2024 Gold (fictional),Powerful Cretan profile with high fruitiness and pungency; stands up to roasted meats.
INT-000097,Argolic Breeze • Liguria,Liguria,Tuscany,Coratina,2023.9347987849553,EVOO,golden-green,6.406839434408397,3.392020198506573,4.381609059954686,ripe apple;pear;chamomile,mild;buttery;light pepper,none,cold-extracted <27°C,filtered,0.3060000230914356,—,Classic Manaki with mild bitterness and delicate aromas; great for baking and white cheeses.
INT-000642,Phthiotis Vale • Victoria,Victoria,Victoria,Leccino,2024.058554267321,EVOO,golden,4.8,3.6606424253232994,2.907748195380037,ripe apple;dried herb;almond,soft;low bitterness;light heat,none,cold extraction,filtered,0.41641670300736455,—,"Gentle mainland blend with friendly, ripe flavor profile."
INT-000716,Messinian Classic • Umbria,Umbria,Umbria,Mission,2023.9147632880602,EVOO,green-gold,6.91423230959441,5.31700777975988,7.073299845716947,artichoke;arugula;green almond,assertive;peppery;structured,none,cold-extracted,filtered,0.23513057799180903,—,Quintessential Messinian Koroneiki; assertive but balanced; for red sauces and grills.
INT-000282,Sitia Sunrise • Maule,Maule,Maule,Manzanilla,2024.0316201953958,EVOO,bright green,7.7100380971627445,6.152000980606016,6.64596269605394,green tomato;artichoke;nettle,firm bitterness;spicy tail,none,"three-phase, inert gas",filtered,0.1875,—,High‑energy Sitia EVOO with classic Cretan grassiness; for soups and grilled octopus.
INT-000394,Saronic Shores • Trás-os-Montes,Trás-os-Montes,Ribatejo,Mission,2023.9966682597435,EVOO,golden-green,5.915397860076126,3.8984127397649955,4.658789570914737,ripe apple;herbs;almond,smooth;gentle bitterness,none,cold extraction,filtered,0.33448927963596187,—,"Attica blend, approachable and smooth for everyday use."
INT-000629,Messinian Classic • Tuscany,Tuscany,Umbria,Hojiblanca,2023.9002946896446,EVOO,green-gold,6.924250951869143,6.032185765572858,6.29465296454772,artichoke;arugula;green almond,assertive;peppery;structured,none,cold-extracted,filtered,0.20389213456081975,—,Quintessential Messinian Koroneiki; assertive but balanced; for red sauces and grills.
INT-000609,Thassos Throumpa • Wairarapa,Wairarapa,Wairarapa,Koroneiki,2023.9713651861837,EVOO,golden,4.8,3.831543549879455,2.75,ripe olive;dried almond;hay,mellow;sweet entry;light pepper,none,cold extraction,unfiltered,0.40509765490292254,—,Soft island profile with ripe notes; ideal for pastries and mellow dishes.
INT-000706,Makri Heritage • Kairouan,Kairouan,Kairouan,Leccino,2024.0553595251486,EVOO,emerald green,7.74487741344915,4.618711091312754,7.062239391672723,tomato leaf;green pepper;fresh herbs,crisply bitter;vivid pepper,none,"cold extraction, decanter",unfiltered,0.2481189662905217,—,"Distinct Makri cultivar, tomato‑leaf aromas and vibrant pepper; superb for bruschetta."
INT-000755,Laconian Peaks • Sfax,Sfax,Sfax,Chemlali,2023.9915859022435,EVOO,bright green,7.52057271541218,4.640402980757074,5.742180915679034,green banana;wild herbs;chicory,gentle bitterness;clean;long aftertaste,none,"two-phase mill, cold",unfiltered,0.31531704932616506,—,"Athinolia brings elegance and floral notes, softened by Koroneiki; versatile everyday oil."
INT-000055,Laconian Peaks • Galilee,Galilee,Judean Hills,Picholine,2023.8710232289875,EVOO,bright green,6.734508175840173,4.914558293186268,6.154502644405158,green banana;wild herbs;chicory,gentle bitterness;clean;long aftertaste,none,"two-phase mill, cold",unfiltered,0.2556323090769563,—,"Athinolia brings elegance and floral notes, softened by Koroneiki; versatile everyday oil."
INT-000751,Corfiot Lianolia • Wairarapa,Wairarapa,Hawke's Bay,Mission,2023.9733709662828,EVOO,green-gold,7.505766236594436,3.71068352557661,5.33471795153486,green walnut;wild fennel;apple skin,silky;fresh;medium pepper,none,cold-extracted,filtered,0.29453568405143926,—,Elegant Corfiot oil with herbal lift; shines on steamed vegetables and fish.
INT-000156,Zakynthos Grove • Fès-Meknès,Fès-Meknès,Marrakech-Safi,Mission,2023.9270502587278,EVOO,green,7.226552378429409,5.717196802694557,6.11169680600128,green banana;parsley;pepper leaf,fresh;medium body;clean heat,none,two-phase,unfiltered,0.2699063746445074,—,Lively island Koroneiki with green banana and clean peppery lift.
INT-000433,Lesvos Hills • Alentejo,Alentejo,Trás-os-Montes,Manzanilla,2023.9956130920973,EVOO,golden,5.473723961724172,4.0032131069274035,3.816423363068322,ripe tomato;dried herbs;almond,soft;rounded;subtle heat,none,"two-phase, cold",filtered,0.4376295186753914,—,Gentle island blend with ripe fruit notes; friendly for desserts and light sautés.
INT-000098,Sitia Sunrise • Hawke's Bay,Hawke's Bay,Hawke's Bay,Mission,2024.038300397129,EVOO,bright green,8.123017178055921,5.801624814037268,7.541074485776146,green tomato;artichoke;nettle,firm bitterness;spicy tail,none,"three-phase, inert gas",filtered,0.1898882997229172,—,High‑energy Sitia EVOO with classic Cretan grassiness; for soups and grilled octopus.
INT-000121,Thassos Throumpa • Sfax,Sfax,Kairouan,Barnea,2024.0610092145973,EVOO,golden,5.070306303202098,2.8796496857141944,3.302558861901001,ripe olive;dried almond;hay,mellow;sweet entry;light pepper,none,cold extraction,unfiltered,0.4412448155587638,—,Soft island profile with ripe notes; ideal for pastries and mellow dishes.
INT-000077,Argolic Breeze • Maule,Maule,O'Higgins,Arbequina,2024.0123887004293,EVOO,golden-green,6.417178699561871,3.0076929004108672,3.8722332114480227,ripe apple;pear;chamomile,mild;buttery;light pepper,none,cold-extracted <27°C,filtered,0.41455250968567015,—,Classic Manaki with mild bitterness and delicate aromas; great for baking and white cheeses.
INT-000205,Kefalonian Bay • O'Higgins,O'Higgins,O'Higgins,Mission,2024.0262225584197,EVOO,golden-green,6.358360478720685,4.861508746303451,4.873576987907257,ripe apple;oregano;almond,round;mildly peppery,none,cold extraction,filtered,0.37770500531450935,—,Island blend leaning ripe and round; table‑friendly and forgiving.
INT-000353,Lesvos Hills • Victoria,Victoria,South Australia,Barnea,2024.0727397518983,EVOO,golden,6.147558236528096,3.8700654324771677,4.8227528560409905,ripe tomato;dried herbs;almond,soft;rounded;subtle heat,none,"two-phase, cold",filtered,0.40562708597070085,—,Gentle island blend with ripe fruit notes; friendly for desserts and light sautés.
INT-000765,Tsounati Mountain • La Rioja,La Rioja,La Rioja,Cornicabra,2024.0171323961524,EVOO,deep green,8.033370071845212,5.894686745780376,8.178835034545662,wild greens;artichoke;oregano,bold bitterness;strong pepper,none,"cold extraction, two-phase",unfiltered,0.2634991760805431,—,Mountain Tsounati with intense pepper and wild herb character.
INT-000209,Lesvos Hills • Valencia,Valencia,Castilla-La Mancha,Picual,2023.9852771187343,EVOO,golden,5.608023883011248,3.6096413066258943,3.8998516745635454,ripe tomato;dried herbs;almond,soft;rounded;subtle heat,none,"two-phase, cold",filtered,0.3800050502126855,—,Gentle island blend with ripe fruit notes; friendly for desserts and light sautés.
INT-000368,Corfiot Lianolia • Colchagua,Colchagua,Maule,Manzanilla,2023.942521004695,EVOO,green-gold,6.669685264208972,4.200096817164396,4.784155474333406,green walnut;wild fennel;apple skin,silky;fresh;medium pepper,none,cold-extracted,filtered,0.3221294802856539,—,Elegant Corfiot oil with herbal lift; shines on steamed vegetables and fish.
INT-000426,Cretan Ridge • La Rioja,La Rioja,La Rioja,Manzanilla,2023.920450161767,EVOO,vibrant green,9.2,6.705424870118176,8.25,rocket;artichoke;green almond;oregano,robust;spicy;lingering pepper,none,"three-phase mill, nitrogen blanket",filtered,0.249268626065029,NYIOOC 2024 Gold (fictional),Powerful Cretan profile with high fruitiness and pungency; stands up to roasted meats.
INT-000516,Peloponnesian Grove • Mendoza,Mendoza,Mendoza,Hojiblanca,2024.0464829227408,EVOO,deep green-gold,8.373437430017422,6.7975330945976005,7.529163242414992,green apple;fresh-cut grass;tomato leaf;artichoke,balanced;slightly peppery;almond finish,none,cold-extracted <27°C,filtered,0.2571963041224576,—,Koroneiki from Messinia with bright green fruitiness and a peppery finish; ideal for salads and grilled fish.
INT-000085,Peloponnesian Grove • Fès-Meknès,Fès-Meknès,Marrakech-Safi,Koroneiki,2023.9205587296594,EVOO,deep green-gold,8.064341370242625,6.083486173602774,7.545639194764981,green apple;fresh-cut grass;tomato leaf;artichoke,balanced;slightly peppery;almond finish,none,cold-extracted <27°C,filtered,0.2405951097898627,—,Koroneiki from Messinia with bright green fruitiness and a peppery finish; ideal for salads and grilled fish.
11,Messinian Classic,Peloponnese,Messinia,Koroneiki,2024.0,EVOO,green-gold,7.0,6.0,7.0,artichoke;arugula;green almond,assertive;peppery;structured,none,cold-extracted,filtered,0.26,—,Quintessential Messinian Koroneiki; assertive but balanced; for red sauces and grills.
INT-000721,Messinian Classic • Colchagua,Colchagua,O'Higgins,Picholine,2023.9845287816133,EVOO,green-gold,7.213552137857081,6.335722577753286,7.8186834693027425,artichoke;arugula;green almond,assertive;peppery;structured,none,cold-extracted,filtered,0.2349215631128944,—,Quintessential Messinian Koroneiki; assertive but balanced; for red sauces and grills.
INT-000111,Olympia Fields • Sacramento Valley,Sacramento Valley,Napa,Hojiblanca,2023.9831797359845,EVOO,green-gold,7.724001096487444,5.196001325230284,6.479993527358897,fresh-cut grass;green almond;citrus zest,balanced;clean;medium pepper,none,three-phase,filtered,0.2878844489688161,—,Clean classic profile; versatile on legumes and grilled vegetables.
INT-000522,Arcadian Orchard • O'Higgins,O'Higgins,Colchagua,Manzanilla,2023.9720894219986,EVOO,golden,5.679182957919362,3.855889029648919,5.592209801595523,ripe pear;chamomile;almond,buttery;gentle bitterness,none,cold extraction,filtered,0.36821166172721387,—,Approachable blend suited for everyday cooking and baking.
INT-000778,Phthiotis Vale • Aydın,Aydın,Aydın,Frantoio,2024.037023253,EVOO,golden,6.032852368054278,2.8,3.2621270255847072,ripe apple;dried herb;almond,soft;low bitterness;light heat,none,cold extraction,filtered,0.4625,—,"Gentle mainland blend with friendly, ripe flavor profile."
INT-000210,Olympia Fields • Judean Hills,Judean Hills,Galilee,Arbequina,2024.008041134605,EVOO,green-gold,7.324917616784473,4.863329857975808,5.890783547046466,fresh-cut grass;green almond;citrus zest,balanced;clean;medium pepper,none,three-phase,filtered,0.309763414945336,—,Clean classic profile; versatile on legumes and grilled vegetables.
INT-000236,Sitia Sunrise • Sousse,Sousse,Kairouan,Hojiblanca,2024.0063521641168,EVOO,bright green,7.828853559471488,6.310319982934666,7.173108329345724,green tomato;artichoke;nettle,firm bitterness;spicy tail,none,"three-phase, inert gas",filtered,0.2007541197473394,—,High‑energy Sitia EVOO with classic Cretan grassiness; for soups and grilled octopus.
INT-000317,Tsounati Mountain • Ajloun,Ajloun,Ajloun,Mission,2024.0174042642539,EVOO,deep green,8.23225769474582,5.231505316223185,8.25,wild greens;artichoke;oregano,bold bitterness;strong pepper,none,"cold extraction, two-phase",unfiltered,0.26666176904291805,—,Mountain Tsounati with intense pepper and wild herb character.
INT-000389,Corfiot Lianolia • Mendoza,Mendoza,La Rioja,Picual,2023.9735624690593,EVOO,green-gold,6.930764983715911,3.40657599871864,4.6077272219751055,green walnut;wild fennel;apple skin,silky;fresh;medium pepper,none,cold-extracted,filtered,0.29911638715819455,—,Elegant Corfiot oil with herbal lift; shines on steamed vegetables and fish.
INT-000119,Saronic Shores • Sonoma,Sonoma,San Joaquin,Frantoio,2023.9996054259404,EVOO,golden-green,5.736201976382373,4.30381470677742,4.841085418323348,ripe apple;herbs;almond,smooth;gentle bitterness,none,cold extraction,filtered,0.34652008746480195,—,"Attica blend, approachable and smooth for everyday use."
INT-000720,Lesvos Hills • Hawke's Bay,Hawke's Bay,Hawke's Bay,Picholine,2024.0226266813677,EVOO,golden,5.217924089972174,3.1419256008471983,3.689277890435545,ripe tomato;dried herbs;almond,soft;rounded;subtle heat,none,"two-phase, cold",filtered,0.38874463573780865,—,Gentle island blend with ripe fruit notes; friendly for desserts and light sautés.
INT-000211,Saronic Shores • Akkar,Akkar,Zgharta,Chetoui,2023.9795321152014,EVOO,golden-green,6.601433105524772,3.8349915990030397,5.108730419818503,ripe apple;herbs;almond,smooth;gentle bitterness,none,cold extraction,filtered,0.3678333288059988,—,"Attica blend, approachable and smooth for everyday use."
INT-000255,Olympia Fields • Marrakech-Safi,Marrakech-Safi,Marrakech-Safi,Coratina,2024.0127361566647,EVOO,green-gold,6.870769305824086,4.858015953109251,6.685613938945708,fresh-cut grass;green almond;citrus zest,balanced;clean;medium pepper,none,three-phase,filtered,0.261854729700623,—,Clean classic profile; versatile on legumes and grilled vegetables.
INT-000592,Nestos Riverbank • Mendoza,Mendoza,Mendoza,Manzanilla,2023.9989642588707,EVOO,green,6.56779555146158,5.270722498622288,6.866293204007923,green tomato;rocket;peppercorn,firm;spicy;clean finish,none,"cold, inert gas",filtered,0.2638209244690865,—,Thracian blend with zesty tomato‑leaf and spicy finish.
INT-000030,Corfiot Lianolia • South Australia,South Australia,New South Wales,Leccino,2023.9053096635882,EVOO,green-gold,6.7332562446319475,3.595058083867,6.397772762106392,green walnut;wild fennel;apple skin,silky;fresh;medium pepper,none,cold-extracted,filtered,0.30354527498268696,—,Elegant Corfiot oil with herbal lift; shines on steamed vegetables and fish.
INT-000267,Messinian Classic • Koura,Koura,Akkar,Koroneiki,2023.984639471729,EVOO,green-gold,7.4427029328490635,6.302900585050998,6.451096699266073,artichoke;arugula;green almond,assertive;peppery;structured,none,cold-extracted,filtered,0.20784055186546918,—,Quintessential Messinian Koroneiki; assertive but balanced; for red sauces and grills.
INT-000657,Makri Heritage • Catamarca,Catamarca,Mendoza,Mission,2023.9686217098833,EVOO,emerald green,7.697538883415978,4.548485520848041,7.810962947534763,tomato leaf;green pepper;fresh herbs,crisply bitter;vivid pepper,none,"cold extraction, decanter",unfiltered,0.29522659412680896,—,"Distinct Makri cultivar, tomato‑leaf aromas and vibrant pepper; superb for bruschetta."
